




Analysis Type:	PANTHER Overrepresentation Test (Released 20240807)
Annotation Version and Release Date:	GO Ontology database DOI:  10.XXXX/zenodo.XXXXXXXX Released 2025-10-05
Analyzed List:	upload_1 (Homo sapiens)
Reference List:	Homo sapiens (all genes in database)
Test Type:	FISHER
Correction:	FDR
GO biological process complete	Homo sapiens - REFLIST (20580)	upload_1 (5149)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)	upload_1 (FDR)
regulation of microtubule polymerization or depolymerization (GO:0031110)	102	44	25.52	+	1.72	7.48E-05	1.02E-03
alcohol metabolic process (GO:0006066)	313	135	78.31	+	1.72	2.24E-12	1.04E-10
nuclear envelope organization (GO:0006998)	58	25	14.51	+	1.72	3.37E-03	2.67E-02
vesicle docking (GO:0048278)	58	25	14.51	+	1.72	3.37E-03	2.67E-02
homotypic cell-cell adhesion (GO:0034109)	65	28	16.26	+	1.72	1.42E-03	1.25E-02
protein secretion (GO:0009306)	130	56	32.53	+	1.72	6.16E-06	1.15E-04
nucleoside phosphate catabolic process (GO:1901292)	137	59	34.28	+	1.72	3.86E-06	7.46E-05
cellular localization (GO:0051641)	1935	833	484.13	+	1.72	2.04E-74	2.70E-71
cellular response to type I interferon (GO:0071357)	86	37	21.52	+	1.72	2.52E-04	2.93E-03
regulation of cytoskeleton organization (GO:0051493)	544	234	136.11	+	1.72	1.76E-20	1.48E-18
endocytic recycling (GO:0032456)	93	40	23.27	+	1.72	1.59E-04	1.99E-03
endosome organization (GO:0007032)	100	43	25.02	+	1.72	1.04E-04	1.37E-03
response to alkaloid (GO:0043279)	100	43	25.02	+	1.72	1.04E-04	1.37E-03
cellular response to chemical stress (GO:0062197)	284	122	71.06	+	1.72	3.00E-11	1.28E-09
regulation of protein localization to nucleus (GO:1900180)	149	64	37.28	+	1.72	1.55E-06	3.30E-05
regulation of lipid localization (GO:1905952)	156	67	39.03	+	1.72	9.74E-07	2.15E-05
establishment of protein localization to organelle (GO:0072594)	352	151	88.07	+	1.71	1.65E-13	8.43E-12
response to monoamine (GO:0071867)	56	24	14.01	+	1.71	3.19E-03	2.55E-02
protein-containing complex disassembly (GO:0032984)	147	63	36.78	+	1.71	2.10E-06	4.34E-05
vesicle-mediated transport to the plasma membrane (GO:0098876)	147	63	36.78	+	1.71	2.10E-06	4.33E-05
negative regulation of protein transport (GO:0051224)	112	48	28.02	+	1.71	3.96E-05	5.84E-04
positive regulation of intrinsic apoptotic signaling pathway (GO:2001244)	63	27	15.76	+	1.71	1.96E-03	1.67E-02
actin-mediated cell contraction (GO:0070252)	84	36	21.02	+	1.71	3.46E-04	3.87E-03
positive regulation of small GTPase mediated signal transduction (GO:0051057)	84	36	21.02	+	1.71	3.46E-04	3.86E-03
negative regulation of calcium ion transport (GO:0051926)	49	21	12.26	+	1.71	7.29E-03	4.94E-02
response to dopamine (GO:1903350)	49	21	12.26	+	1.71	7.29E-03	4.94E-02
intracellular chemical homeostasis (GO:0055082)	591	253	147.86	+	1.71	1.34E-21	1.22E-19
regulation of trans-synaptic signaling (GO:0099177)	524	224	131.10	+	1.71	2.89E-19	2.18E-17
cerebellum development (GO:0021549)	110	47	27.52	+	1.71	5.46E-05	7.69E-04
amino acid transmembrane transport (GO:0003333)	103	44	25.77	+	1.71	8.52E-05	1.14E-03
establishment of localization in cell (GO:0051649)	1585	677	396.56	+	1.71	6.77E-58	5.18E-55
negative regulation of monoatomic ion transport (GO:0043271)	96	41	24.02	+	1.71	1.37E-04	1.74E-03
signal release (GO:0023061)	185	79	46.29	+	1.71	1.34E-07	3.44E-06
regulated exocytosis (GO:0045055)	136	58	34.03	+	1.70	6.22E-06	1.15E-04
tissue regeneration (GO:0042246)	68	29	17.01	+	1.70	1.73E-03	1.49E-02
regulation of establishment of protein localization (GO:0070201)	530	226	132.60	+	1.70	2.88E-19	2.19E-17
monoatomic cation homeostasis (GO:0055080)	530	226	132.60	+	1.70	2.88E-19	2.18E-17
modulation of chemical synaptic transmission (GO:0050804)	523	223	130.85	+	1.70	6.58E-19	4.81E-17
regulation of cell cycle G1/S phase transition (GO:1902806)	190	81	47.54	+	1.70	1.17E-07	3.06E-06
regulation of intrinsic apoptotic signaling pathway (GO:2001242)	183	78	45.79	+	1.70	1.82E-07	4.54E-06
response to catecholamine (GO:0071869)	54	23	13.51	+	1.70	4.38E-03	3.22E-02
cellular response to monoamine stimulus (GO:0071868)	54	23	13.51	+	1.70	4.38E-03	3.21E-02
negative regulation of intrinsic apoptotic signaling pathway (GO:2001243)	108	46	27.02	+	1.70	7.53E-05	1.02E-03
positive regulation of receptor-mediated endocytosis (GO:0048260)	54	23	13.51	+	1.70	4.38E-03	3.21E-02
regulation of catabolic process (GO:0009894)	1090	464	272.71	+	1.70	9.07E-39	2.35E-36
monocarboxylic acid transport (GO:0015718)	148	63	37.03	+	1.70	3.44E-06	6.79E-05
regulation of protein transport (GO:0051223)	435	185	108.83	+	1.70	7.60E-16	4.66E-14
regulation of heart contraction (GO:0008016)	214	91	53.54	+	1.70	1.84E-08	5.37E-07
monoatomic ion homeostasis (GO:0050801)	541	230	135.36	+	1.70	2.48E-19	1.92E-17
response to corticosteroid (GO:0031960)	160	68	40.03	+	1.70	1.34E-06	2.87E-05
negative regulation of protein phosphorylation (GO:0001933)	113	48	28.27	+	1.70	4.59E-05	6.62E-04
export from cell (GO:0140352)	511	217	127.85	+	1.70	2.91E-18	2.01E-16
positive regulation of establishment of protein localization (GO:1904951)	325	138	81.31	+	1.70	5.90E-12	2.63E-10
lipid metabolic process (GO:0006629)	1221	518	305.49	+	1.70	7.06E-43	2.39E-40
positive regulation of lipid localization (GO:1905954)	99	42	24.77	+	1.70	1.60E-04	2.00E-03
regulation of G1/S transition of mitotic cell cycle (GO:2000045)	165	70	41.28	+	1.70	1.20E-06	2.60E-05
transition metal ion transport (GO:0000041)	99	42	24.77	+	1.70	1.60E-04	2.00E-03
response to acid chemical (GO:0001101)	132	56	33.03	+	1.70	1.14E-05	1.97E-04
apoptotic signaling pathway (GO:0097190)	302	128	75.56	+	1.69	3.00E-11	1.28E-09
autophagosome assembly (GO:0000045)	85	36	21.27	+	1.69	5.83E-04	6.00E-03
organic acid transport (GO:0015849)	300	127	75.06	+	1.69	4.05E-11	1.70E-09
carboxylic acid transport (GO:0046942)	300	127	75.06	+	1.69	4.05E-11	1.69E-09
cellular response to catecholamine stimulus (GO:0071870)	52	22	13.01	+	1.69	6.04E-03	4.17E-02
positive regulation of transport (GO:0051050)	849	359	212.42	+	1.69	3.47E-29	5.74E-27
regulation of postsynapse organization (GO:0099175)	142	60	35.53	+	1.69	6.21E-06	1.16E-04
regeneration (GO:0031099)	142	60	35.53	+	1.69	6.21E-06	1.15E-04
positive regulation of endothelial cell migration (GO:0010595)	109	46	27.27	+	1.69	8.51E-05	1.14E-03
negative regulation of establishment of protein localization (GO:1904950)	128	54	32.02	+	1.69	2.11E-05	3.38E-04
protein transport (GO:0015031)	1105	466	276.46	+	1.69	1.18E-37	3.01E-35
intracellular transport (GO:0046907)	1276	538	319.25	+	1.69	1.29E-43	4.58E-41
regulation of monoatomic cation transmembrane transport (GO:1904062)	261	110	65.30	+	1.68	1.38E-09	4.84E-08
establishment of protein localization (GO:0045184)	1324	558	331.26	+	1.68	3.21E-45	1.20E-42
protein localization to extracellular region (GO:0071692)	140	59	35.03	+	1.68	8.39E-06	1.52E-04
lipid localization (GO:0010876)	356	150	89.07	+	1.68	1.47E-12	6.88E-11
regulation of monoatomic ion transmembrane transport (GO:0034765)	278	117	69.55	+	1.68	4.81E-10	1.80E-08
regulation of transport (GO:0051049)	1607	676	402.06	+	1.68	6.16E-55	3.58E-52
positive regulation of ubiquitin-dependent protein catabolic process (GO:2000060)	107	45	26.77	+	1.68	1.16E-04	1.51E-03
actin filament-based movement (GO:0030048)	107	45	26.77	+	1.68	1.16E-04	1.50E-03
regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032434)	138	58	34.53	+	1.68	1.13E-05	1.96E-04
cytosolic transport (GO:0016482)	138	58	34.53	+	1.68	1.13E-05	1.96E-04
purine ribonucleotide catabolic process (GO:0009154)	81	34	20.27	+	1.68	7.61E-04	7.54E-03
lipid transport (GO:0006869)	355	149	88.82	+	1.68	2.18E-12	1.01E-10
regulation of reactive oxygen species metabolic process (GO:2000377)	143	60	35.78	+	1.68	9.82E-06	1.74E-04
cardiac muscle tissue morphogenesis (GO:0055008)	62	26	15.51	+	1.68	3.19E-03	2.55E-02
carbohydrate derivative biosynthetic process (GO:1901137)	563	236	140.86	+	1.68	5.66E-19	4.20E-17
unsaturated fatty acid metabolic process (GO:0033559)	105	44	26.27	+	1.67	1.58E-04	1.99E-03
regulation of localization (GO:0032879)	2024	848	506.39	+	1.67	4.01E-69	4.86E-66
lipoprotein metabolic process (GO:0042157)	74	31	18.51	+	1.67	1.71E-03	1.48E-02
muscle structure development (GO:0061061)	530	222	132.60	+	1.67	7.82E-18	5.21E-16
chemical homeostasis (GO:0048878)	955	400	238.94	+	1.67	1.62E-31	3.06E-29
peptide transport (GO:0015833)	98	41	24.52	+	1.67	2.51E-04	2.93E-03
response to alcohol (GO:0097305)	275	115	68.80	+	1.67	9.80E-10	3.53E-08
regulation of Ras protein signal transduction (GO:0046578)	55	23	13.76	+	1.67	7.22E-03	4.90E-02
regulation of calcium ion transmembrane transport (GO:1903169)	146	61	36.53	+	1.67	8.27E-06	1.50E-04
regulation of potassium ion transport (GO:0043266)	79	33	19.77	+	1.67	1.03E-03	9.60E-03
purine nucleotide catabolic process (GO:0006195)	91	38	22.77	+	1.67	5.73E-04	5.90E-03
organelle localization (GO:0051640)	558	233	139.61	+	1.67	2.25E-18	1.58E-16
response to ketone (GO:1901654)	218	91	54.54	+	1.67	6.03E-08	1.64E-06
dendrite development (GO:0016358)	115	48	28.77	+	1.67	8.40E-05	1.13E-03
endocytosis (GO:0006897)	508	212	127.10	+	1.67	9.55E-17	6.04E-15
metencephalon development (GO:0022037)	120	50	30.02	+	1.67	7.33E-05	9.98E-04
glycerolipid metabolic process (GO:0046486)	360	150	90.07	+	1.67	3.24E-12	1.48E-10
response to fluid shear stress (GO:0034405)	60	25	15.01	+	1.67	4.35E-03	3.20E-02
regulation of steroid metabolic process (GO:0019218)	108	45	27.02	+	1.67	1.35E-04	1.72E-03
glial cell development (GO:0021782)	125	52	31.27	+	1.66	4.49E-05	6.49E-04
regulation of protein stability (GO:0031647)	404	168	101.08	+	1.66	1.99E-13	1.01E-11
steroid metabolic process (GO:0008202)	267	111	66.80	+	1.66	3.38E-09	1.13E-07
response to starvation (GO:0042594)	231	96	57.79	+	1.66	3.83E-08	1.07E-06
regulation of D-glucose transmembrane transport (GO:0010827)	77	32	19.26	+	1.66	1.41E-03	1.24E-02
exocytic process (GO:0140029)	65	27	16.26	+	1.66	3.69E-03	2.90E-02
negative regulation of small GTPase mediated signal transduction (GO:0051058)	65	27	16.26	+	1.66	3.69E-03	2.89E-02
response to amino acid (GO:0043200)	118	49	29.52	+	1.66	1.00E-04	1.33E-03
positive regulation of protein-containing complex assembly (GO:0031334)	205	85	51.29	+	1.66	2.33E-07	5.73E-06
negative regulation of mRNA metabolic process (GO:1903312)	123	51	30.77	+	1.66	6.06E-05	8.46E-04
peptide hormone secretion (GO:0030072)	70	29	17.51	+	1.66	3.26E-03	2.59E-02
vesicle-mediated transport (GO:0016192)	1340	555	335.26	+	1.66	3.03E-42	1.00E-39
regulation of carbohydrate biosynthetic process (GO:0043255)	99	41	24.77	+	1.66	4.05E-04	4.40E-03
cellular response to insulin stimulus (GO:0032869)	157	65	39.28	+	1.65	6.90E-06	1.27E-04
protein maturation (GO:0051604)	580	240	145.11	+	1.65	2.70E-18	1.87E-16
nucleotide catabolic process (GO:0009166)	116	48	29.02	+	1.65	1.37E-04	1.74E-03
import into cell (GO:0098657)	716	296	179.14	+	1.65	2.01E-22	1.99E-20
positive regulation of transmembrane transport (GO:0034764)	179	74	44.78	+	1.65	1.47E-06	3.15E-05
establishment or maintenance of cell polarity (GO:0007163)	213	88	53.29	+	1.65	1.68E-07	4.21E-06
negative regulation of cellular component organization (GO:0051129)	753	311	188.40	+	1.65	2.59E-23	2.64E-21
regulation of smooth muscle cell proliferation (GO:0048660)	126	52	31.52	+	1.65	7.12E-05	9.72E-04
response to wounding (GO:0009611)	458	189	114.59	+	1.65	1.54E-14	8.70E-13
regulation of release of sequestered calcium ion into cytosol (GO:0051279)	80	33	20.02	+	1.65	1.66E-03	1.45E-02
monoatomic cation transport (GO:0006812)	834	344	208.66	+	1.65	1.28E-25	1.57E-23
positive regulation of macroautophagy (GO:0016239)	97	40	24.27	+	1.65	5.55E-04	5.75E-03
cardiac conduction (GO:0061337)	68	28	17.01	+	1.65	4.50E-03	3.29E-02
response to insulin (GO:0032868)	226	93	56.54	+	1.64	1.04E-07	2.76E-06
secretion by cell (GO:0032940)	435	179	108.83	+	1.64	1.12E-13	5.88E-12
cellular response to starvation (GO:0009267)	192	79	48.04	+	1.64	8.95E-07	1.99E-05
inorganic ion homeostasis (GO:0098771)	462	190	115.59	+	1.64	2.01E-14	1.12E-12
negative regulation of transport (GO:0051051)	402	165	100.58	+	1.64	1.10E-12	5.22E-11
response to peptide hormone (GO:0043434)	402	165	100.58	+	1.64	1.10E-12	5.20E-11
endomembrane system organization (GO:0010256)	597	245	149.37	+	1.64	3.51E-18	2.41E-16
nitrogen compound transport (GO:0071705)	1543	633	386.05	+	1.64	8.90E-47	3.59E-44
liver development (GO:0001889)	139	57	34.78	+	1.64	3.15E-05	4.82E-04
regulation of striated muscle cell differentiation (GO:0051153)	83	34	20.77	+	1.64	1.37E-03	1.21E-02
endothelial cell migration (GO:0043542)	83	34	20.77	+	1.64	1.37E-03	1.21E-02
positive regulation of organelle organization (GO:0010638)	503	206	125.85	+	1.64	2.43E-15	1.44E-13
negative regulation of catabolic process (GO:0009895)	381	156	95.32	+	1.64	5.84E-12	2.61E-10
positive regulation of protein transport (GO:0051222)	254	104	63.55	+	1.64	2.12E-08	6.15E-07
organic anion transport (GO:0015711)	408	167	102.08	+	1.64	1.06E-12	5.03E-11
cellular response to ketone (GO:1901655)	110	45	27.52	+	1.64	2.38E-04	2.81E-03
sodium ion transmembrane transport (GO:0035725)	164	67	41.03	+	1.63	7.58E-06	1.39E-04
viral process (GO:0016032)	267	109	66.80	+	1.63	1.30E-08	3.92E-07
organic cation transport (GO:0015695)	98	40	24.52	+	1.63	6.09E-04	6.25E-03
response to xenobiotic stimulus (GO:0009410)	400	163	100.08	+	1.63	3.37E-12	1.53E-10
wound healing (GO:0042060)	339	138	84.82	+	1.63	1.63E-10	6.43E-09
tissue remodeling (GO:0048771)	118	48	29.52	+	1.63	1.70E-04	2.11E-03
regulation of metal ion transport (GO:0010959)	347	141	86.82	+	1.62	1.17E-10	4.69E-09
negative regulation of T cell differentiation (GO:0045581)	64	26	16.01	+	1.62	5.74E-03	3.99E-02
regulation of epithelial cell migration (GO:0010632)	64	26	16.01	+	1.62	5.74E-03	3.99E-02
regulation of lipid transport (GO:0032368)	133	54	33.28	+	1.62	7.60E-05	1.03E-03
negative regulation of phosphorus metabolic process (GO:0010563)	170	69	42.53	+	1.62	7.27E-06	1.34E-04
negative regulation of phosphate metabolic process (GO:0045936)	170	69	42.53	+	1.62	7.27E-06	1.34E-04
neuron apoptotic process (GO:0051402)	69	28	17.26	+	1.62	4.87E-03	3.47E-02
negative regulation of protein modification process (GO:0031400)	207	84	51.79	+	1.62	9.68E-07	2.14E-05
hepaticobiliary system development (GO:0061008)	143	58	35.78	+	1.62	4.05E-05	5.92E-04
negative regulation of lymphocyte differentiation (GO:0045620)	74	30	18.51	+	1.62	4.28E-03	3.15E-02
peptide secretion (GO:0002790)	74	30	18.51	+	1.62	4.28E-03	3.15E-02
cardiac muscle tissue development (GO:0048738)	190	77	47.54	+	1.62	2.82E-06	5.67E-05
lysosome organization (GO:0007040)	116	47	29.02	+	1.62	2.28E-04	2.71E-03
lytic vacuole organization (GO:0080171)	116	47	29.02	+	1.62	2.28E-04	2.71E-03
response to steroid hormone (GO:0048545)	279	113	69.80	+	1.62	1.18E-08	3.59E-07
positive regulation of endocytosis (GO:0045807)	163	66	40.78	+	1.62	1.57E-05	2.60E-04
negative regulation of phosphorylation (GO:0042326)	126	51	31.52	+	1.62	1.71E-04	2.12E-03
regulation of microtubule cytoskeleton organization (GO:0070507)	168	68	42.03	+	1.62	9.70E-06	1.73E-04
catabolic process (GO:0009056)	2121	858	530.66	+	1.62	2.18E-61	1.98E-58
negative regulation of post-translational protein modification (GO:1901874)	89	36	22.27	+	1.62	1.31E-03	1.18E-02
import across plasma membrane (GO:0098739)	183	74	45.79	+	1.62	4.37E-06	8.36E-05
regulation of muscle cell differentiation (GO:0051147)	141	57	35.28	+	1.62	5.42E-05	7.69E-04
regulation of blood vessel endothelial cell migration (GO:0043535)	94	38	23.52	+	1.62	1.12E-03	1.03E-02
regulation of exocytosis (GO:0017157)	193	78	48.29	+	1.62	2.33E-06	4.75E-05
response to leukemia inhibitory factor (GO:1990823)	104	42	26.02	+	1.61	5.81E-04	5.99E-03
regulation of endothelial cell migration (GO:0010594)	171	69	42.78	+	1.61	1.11E-05	1.92E-04
regulation of translation (GO:0006417)	372	150	93.07	+	1.61	6.34E-11	2.58E-09
response to nutrient levels (GO:0031667)	506	204	126.60	+	1.61	2.46E-14	1.35E-12
amino acid transport (GO:0006865)	139	56	34.78	+	1.61	7.24E-05	9.88E-04
cellular response to glucose stimulus (GO:0071333)	72	29	18.01	+	1.61	4.05E-03	3.03E-02
regulation of receptor internalization (GO:0002090)	77	31	19.26	+	1.61	3.40E-03	2.69E-02
monoatomic cation transmembrane transport (GO:0098655)	708	285	177.14	+	1.61	1.26E-19	1.01E-17
cellular response to amino acid stimulus (GO:0071230)	82	33	20.52	+	1.61	2.95E-03	2.40E-02
regulation of steroid biosynthetic process (GO:0050810)	82	33	20.52	+	1.61	2.95E-03	2.40E-02
amine metabolic process (GO:0009308)	82	33	20.52	+	1.61	2.95E-03	2.40E-02
cellular response to leukemia inhibitory factor (GO:1990830)	102	41	25.52	+	1.61	7.83E-04	7.74E-03
vacuole organization (GO:0007033)	214	86	53.54	+	1.61	1.00E-06	2.21E-05
positive regulation of secretion (GO:0051047)	321	129	80.31	+	1.61	2.25E-09	7.71E-08
cellular response to nutrient levels (GO:0031669)	249	100	62.30	+	1.61	1.29E-07	3.35E-06
intracellular protein localization (GO:0008104)	1875	753	469.11	+	1.61	6.32E-52	3.28E-49
learning or memory (GO:0007611)	284	114	71.06	+	1.60	1.67E-08	4.93E-07
regulation of cold-induced thermogenesis (GO:0120161)	152	61	38.03	+	1.60	4.38E-05	6.37E-04
negative regulation of cell motility (GO:2000146)	314	126	78.56	+	1.60	3.44E-09	1.14E-07
regulation of autophagy (GO:0010506)	374	150	93.57	+	1.60	1.07E-10	4.31E-09
exocytosis (GO:0006887)	242	97	60.55	+	1.60	2.83E-07	6.88E-06
cellular response to peptide hormone stimulus (GO:0071375)	277	111	69.30	+	1.60	3.60E-08	1.01E-06
muscle tissue morphogenesis (GO:0060415)	75	30	18.76	+	1.60	4.60E-03	3.36E-02
negative regulation of protein modification by small protein conjugation or removal (GO:1903321)	85	34	21.27	+	1.60	2.38E-03	1.98E-02
cellular response to acid chemical (GO:0071229)	90	36	22.52	+	1.60	2.05E-03	1.74E-02
phospholipid transport (GO:0015914)	110	44	27.52	+	1.60	5.51E-04	5.71E-03
positive regulation of carbohydrate metabolic process (GO:0045913)	80	32	20.02	+	1.60	4.02E-03	3.02E-02
macromolecule localization (GO:0033036)	2316	926	579.45	+	1.60	7.22E-64	8.07E-61
secretion (GO:0046903)	554	221	138.61	+	1.59	6.63E-15	3.81E-13
organophosphate ester transport (GO:0015748)	178	71	44.53	+	1.59	1.16E-05	2.00E-04
positive regulation of translation (GO:0045727)	143	57	35.78	+	1.59	9.15E-05	1.22E-03
regulation of protein metabolic process (GO:0051246)	1550	617	387.80	+	1.59	1.24E-40	3.46E-38
intracellular calcium ion homeostasis (GO:0006874)	201	80	50.29	+	1.59	3.70E-06	7.20E-05
lipid biosynthetic process (GO:0008610)	593	236	148.37	+	1.59	1.03E-15	6.20E-14
autophagosome organization (GO:1905037)	93	37	23.27	+	1.59	1.67E-03	1.45E-02
cardiac muscle cell differentiation (GO:0055007)	93	37	23.27	+	1.59	1.67E-03	1.45E-02
phospholipid metabolic process (GO:0006644)	362	144	90.57	+	1.59	6.06E-10	2.23E-08
regulation of DNA biosynthetic process (GO:2000278)	83	33	20.77	+	1.59	3.20E-03	2.56E-02
positive regulation of lipid transport (GO:0032370)	83	33	20.77	+	1.59	3.20E-03	2.56E-02
muscle organ morphogenesis (GO:0048644)	83	33	20.77	+	1.59	3.20E-03	2.55E-02
regulation of axon extension (GO:0030516)	83	33	20.77	+	1.59	3.20E-03	2.55E-02
plasma membrane organization (GO:0007009)	161	64	40.28	+	1.59	3.45E-05	5.21E-04
positive regulation of cell growth (GO:0030307)	161	64	40.28	+	1.59	3.45E-05	5.20E-04
autophagy (GO:0006914)	335	133	83.82	+	1.59	2.40E-09	8.20E-08
process utilizing autophagic mechanism (GO:0061919)	335	133	83.82	+	1.59	2.40E-09	8.19E-08
regulation of monoatomic ion transport (GO:0043269)	406	161	101.58	+	1.58	5.86E-11	2.40E-09
calcium ion homeostasis (GO:0055074)	232	92	58.05	+	1.58	8.37E-07	1.88E-05
negative regulation of neuron apoptotic process (GO:0043524)	174	69	43.53	+	1.58	2.05E-05	3.28E-04
cellular response to carbohydrate stimulus (GO:0071322)	86	34	21.52	+	1.58	3.74E-03	2.92E-02
response to type II interferon (GO:0034341)	129	51	32.28	+	1.58	3.11E-04	3.52E-03
regulation of mRNA metabolic process (GO:1903311)	347	137	86.82	+	1.58	2.90E-09	9.80E-08
negative regulation of cell migration (GO:0030336)	299	118	74.81	+	1.58	3.69E-08	1.04E-06
vacuolar transport (GO:0007034)	175	69	43.78	+	1.58	3.15E-05	4.82E-04
